,term,justiceName,medianJJ,liberal,median,lib_median,lib_court,caseId,docketId,caseIssuesId,voteId,dateDecision,decisionType,usCite,sctCite,ledCite,lexisCite,naturalCourt,chief,docket,caseName,dateArgument,dateRearg,petitioner,petitionerState,respondent,respondentState,jurisdiction,adminAction,adminActionState,threeJudgeFdc,caseOrigin,caseOriginState,caseSource,caseSourceState,lcDisagreement,certReason,lcDisposition,lcDispositionDirection,declarationUncon,caseDisposition,caseDispositionUnusual,partyWinning,precedentAlteration,voteUnclear,issue,issueArea,decisionDirection,decisionDirectionDissent,authorityDecision1,authorityDecision2,lawType,lawSupp,lawMinor,majOpinWriter,majOpinAssigner,splitVote,majVotes,minVotes,justice,vote,opinion,direction,majority,firstAgreement,secondAgreement,_merge
7092,1950,SFReed,HHBurton,0,0,0,0,1950-002,1950-002-01,1950-002-01-01,1950-002-01-01-01-03,11/6/50,1,340 U.S. 8,71 S. Ct. 5,95 L. Ed. 2d 10,1950 U.S. LEXIS 2466,1303,Vinson,6,"FOGARTY, TRUSTEE IN BANKRUPTCY, v. UNITED STATES ET AL.",10/10/50,NA,114,NA,27,NA,1,NA,NA,0,83,28,28,NA,0,4,2,1,1,2,0,0,0,0,80060,8,2,0,4,NA,6,600,41 U.S.C. Œ_ 106,89,87,1,9,0,79,1,1,2,2,NA,NA,3
7093,1950,SFReed,HHBurton,0,0,0,0,1950-051,1950-051-01,1950-051-01-01,1950-051-01-01-01-07,3/26/51,1,340 U.S. 602,71 S. Ct. 508,95 L. Ed. 2d 573,1951 U.S. LEXIS 2054,1303,Vinson,132,"SPECTOR MOTOR SERVICE, INC. v. O'CONNOR, TAX COMMISSIONER",10/29/50,1/10/51,25,8,19,8,1,NA,NA,0,53,8,22,NA,1,4,3,2,3,3,0,1,0,0,80100,8,1,0,2,NA,1,111,,86,87,1,6,3,79,1,1,1,2,NA,NA,3
7094,1950,SFReed,HHBurton,0,0,0,0,1950-013,1950-013-02,1950-013-02-01,1950-013-02-01-01-03,12/4/50,1,340 U.S. 135,71 S. Ct. 153,95 L. Ed. 2d 152,1950 U.S. LEXIS 1352,1303,Vinson,31,"FERES, EXECUTRIX, v. UNITED STATES",10/12/50,NA,27,NA,186,NA,1,NA,NA,0,52,7,30,NA,1,2,3,2,1,3,0,1,0,0,80060,8,2,0,4,NA,3,374,NA,84,87,1,9,0,79,1,1,2,2,NA,NA,3
7095,1950,SFReed,HHBurton,0,0,0,0,1950-064,1950-064-01,1950-064-01-01,1950-064-01-01-01-07,4/23/51,1,341 U.S. 97,71 S. Ct. 576,95 L. Ed. 2d 774,1951 U.S. LEXIS 2421,1303,Vinson,365,WILLIAMS v. UNITED STATES,1/8/51,NA,100,NA,27,NA,1,NA,NA,0,58,12,25,NA,0,12,2,2,1,2,0,0,0,0,20400,2,2,0,2,NA,2,230,,81,78,1,5,4,79,1,1,2,2,NA,NA,3
7096,1950,SFReed,HHBurton,0,0,0,0,1950-004,1950-004-01,1950-004-01-01,1950-004-01-01-01-07,11/13/50,1,340 U.S. 36,71 S. Ct. 104,95 L. Ed. 2d 36,1950 U.S. LEXIS 1410,1303,Vinson,23,"UNITED STATES v. MUNSINGWEAR, INC.",10/18/50,NA,27,NA,184,NA,1,NA,NA,0,83,28,28,NA,1,12,2,1,1,2,0,0,0,0,90460,9,1,0,7,3,5,506,,81,79,1,8,1,79,1,1,1,2,NA,NA,3
7097,1950,SFReed,HHBurton,0,0,0,0,1950-031,1950-031-01,1950-031-01-01,1950-031-01-01-01-07,2/26/51,1,340 U.S. 367,71 S. Ct. 438,95 L. Ed. 2d 344,1951 U.S. LEXIS 2154,1303,Vinson,20,ROGERS v. UNITED STATES,11/7/50,NA,254,NA,27,NA,1,NA,NA,0,52,7,30,NA,0,12,2,1,1,2,0,0,0,0,10090,1,1,0,1,NA,2,210,,87,78,1,5,3,79,1,1,1,2,NA,NA,3
7098,1950,SFReed,HHBurton,0,0,0,0,1950-015,1950-015-01,1950-015-01-01,1950-015-01-01-01-07,12/11/50,1,340 U.S. 159,71 S. Ct. 223,95 L. Ed. 2d 170,1950 U.S. LEXIS 1313,1303,Vinson,22,BLAU v. UNITED STATES,11/7/50,NA,254,NA,27,NA,1,NA,NA,0,52,7,30,NA,0,2,2,1,1,3,0,1,0,0,10090,1,2,0,1,NA,2,210,,78,78,1,8,0,79,1,1,2,2,NA,NA,3
7099,1950,SFReed,HHBurton,0,0,0,0,1950-086,1950-086-01,1950-086-01-01,1950-086-01-01-01-07,5/28/51,1,341 U.S. 471,71 S. Ct. 846,95 L. Ed. 2d 1112,1951 U.S. LEXIS 1800,1303,Vinson,299,"ZITTMAN v. McGRATH, ATTORNEY GENERAL, SUCCESSOR TO THE ALIEN PROPERTY CUSTODIAN",2/28/51,NA,135,NA,305,NA,1,5,NA,0,96,37,22,NA,0,12,2,2,1,2,0,0,0,0,120030,12,2,0,4,NA,3,376,,84,87,1,8,0,79,1,1,2,2,NA,NA,3
7100,1950,SFReed,HHBurton,0,0,0,0,1950-043,1950-043-01,1950-043-01-01,1950-043-01-01-01-07,2/26/51,1,340 U.S. 523,71 S. Ct. 432,95 L. Ed. 2d 503,1951 U.S. LEXIS 2350,1303,Vinson,87,WARREN v. UNITED STATES,1/2/51,NA,145,NA,27,NA,1,NA,NA,0,96,37,22,NA,0,12,2,1,1,3,0,1,0,0,80070,8,2,0,4,NA,6,600,54 Stat. 1693,81,87,1,6,3,79,1,1,2,2,NA,NA,3
7101,1950,SFReed,HHBurton,0,0,0,0,1950-055,1950-055-01,1950-055-01-01,1950-055-01-01-01-07,4/9/51,1,341 U.S. 6,71 S. Ct. 534,95 L. Ed. 2d 702,1951 U.S. LEXIS 2362,1303,Vinson,252,AMERICAN FIRE & CASUALTY CO. v. FINN,12/7/50,NA,171,NA,166,NA,1,NA,NA,0,121,51,25,NA,0,10,2,2,1,4,0,1,0,0,90140,9,1,0,4,NA,6,600,28 U.S.C. Œ_ 1441,79,87,1,6,3,79,1,2,1,2,NA,NA,3
7102,1950,SFReed,HHBurton,0,0,0,0,1950-025,1950-025-01,1950-025-01-01,1950-025-01-01-01-07,1/15/51,1,340 U.S. 290,71 S. Ct. 312,95 L. Ed. 2d 280,1951 U.S. LEXIS 2248,1303,Vinson,50,KUNZ v. NEW YORK,10/17/50,NA,130,NA,28,37,2,117,37,0,302,37,300,37,1,1,2,1,4,3,0,1,0,0,30160,3,2,0,2,NA,2,202,,87,87,1,8,1,79,1,1,2,2,NA,NA,3
7103,1950,SFReed,HHBurton,0,0,0,0,1950-008,1950-008-01,1950-008-01-01,1950-008-01-01-01-03,11/27/50,1,340 U.S. 71,71 S. Ct. 144,95 L. Ed. 2d 86,1950 U.S. LEXIS 2471,1303,Vinson,37,"LIBBY, McNEILL & LIBBY v. UNITED STATES",10/13/50,NA,116,NA,27,NA,1,NA,NA,0,3,NA,3,NA,0,12,NA,1,1,2,0,0,0,0,80060,8,2,0,7,NA,NA,NA,NA,78,87,1,6,3,79,1,1,2,2,NA,NA,3
7104,1950,SFReed,HHBurton,0,0,0,0,1950-094,1950-094-01,1950-094-01-01,1950-094-01-01-01-07,6/4/51,1,341 U.S. 665,71 S. Ct. 961,95 L. Ed. 2d 1277,1951 U.S. LEXIS 2408,1303,Vinson,313,"NATIONAL LABOR RELATIONS BOARD v. INTERNATIONAL RICE MILLING CO., INC. ET AL.",2/27/51,NA,382,NA,151,NA,1,82,NA,0,25,NA,25,NA,0,3,5,1,1,3,0,1,0,0,70150,7,2,0,5,4,3,350,,86,87,1,9,0,79,1,1,2,2,NA,NA,3
7105,1950,SFReed,HHBurton,0,0,0,0,1950-099,1950-099-03,1950-099-03-01,1950-099-03-01-01-03,6/4/51,2,341 U.S. 737,71 S. Ct. 987,95 L. Ed. 2d 1331,1951 U.S. LEXIS 2361,1303,Vinson,,LAND ET AL. v. DOLLAR ET AL.,NA,NA,349,NA,116,NA,1,49,NA,0,55,10,32,NA,0,1,3,2,1,1,1,1,0,0,90480,9,1,0,3,NA,NA,NA,,NA,87,1,6,0,79,1,1,1,2,NA,NA,3
7106,1950,SFReed,HHBurton,0,0,0,0,1950-080,1950-080-01,1950-080-01-01,1950-080-01-01-01-07,5/21/51,1,341 U.S. 363,71 S. Ct. 775,95 L. Ed. 2d 1016,1951 U.S. LEXIS 2367,1303,Vinson,146,ALABAMA PUBLIC SERVICE COMMISSION ET AL. v. SOUTHERN RAILWAY CO.,2/27/51,NA,4,1,231,NA,2,117,1,1,41,1,41,1,0,1,NA,2,1,3,0,1,0,0,90090,9,1,0,7,3,NA,NA,,87,87,1,9,0,79,1,1,1,2,NA,NA,3
7107,1950,SFReed,HHBurton,0,0,0,0,1950-083,1950-083-01,1950-083-01-01,1950-083-01-01-01-07,5/28/51,1,341 U.S. 412,71 S. Ct. 806,95 L. Ed. 2d 1062,1951 U.S. LEXIS 1799,1303,Vinson,565,RADIO CORPORATION OF AMERICA ET AL. v. UNITED STATES ET AL.,3/26/51,NA,191,NA,27,NA,2,38,NA,1,66,17,66,17,1,1,2,1,1,2,0,0,0,0,90120,9,1,0,5,NA,NA,NA,,78,87,1,9,0,79,1,1,1,2,NA,NA,3
7108,1950,SFReed,HHBurton,0,0,0,0,1950-006,1950-006-04,1950-006-04-01,1950-006-04-01-01-07,11/13/50,1,340 U.S. 47,71 S. Ct. 111,95 L. Ed. 2d 53,1950 U.S. LEXIS 2501,1303,Vinson,11,"UNITED STATES v. SECURITY TRUST & SAVINGS BANK, EXECUTOR, ET AL.",10/16/50,NA,27,NA,113,NA,1,69,NA,0,302,6,301,6,0,12,2,1,1,3,0,1,0,0,120030,12,2,0,4,NA,3,345,,89,87,1,9,0,79,1,1,2,2,NA,NA,3
7109,1950,SFReed,HHBurton,0,0,0,0,1950-003,1950-003-01,1950-003-01-01,1950-003-01-01-01-07,11/13/50,1,340 U.S. 15,71 S. Ct. 93,95 L. Ed. 2d 15,1950 U.S. LEXIS 1409,1303,Vinson,64,"SNYDER v. BUCK, PAYMASTER GENERAL OF THE NAVY",10/18/50,NA,250,NA,377,NA,1,NA,NA,0,55,10,32,NA,0,12,5,1,1,2,0,0,0,0,90480,9,1,0,4,NA,6,600,43 Stat. 936,81,87,1,5,4,79,1,1,1,2,NA,NA,3
7110,1950,SFReed,HHBurton,0,0,0,0,1950-048,1950-048-01,1950-048-01-01,1950-048-01-01-01-07,3/12/51,1,340 U.S. 581,71 S. Ct. 474,95 L. Ed. 2d 552,1951 U.S. LEXIS 2099,1303,Vinson,296,JOHNSON v. MUELBERGER,1/4/51,NA,129,NA,253,NA,1,NA,NA,0,302,37,300,37,0,10,3,3,1,3,0,1,0,0,110030,11,3,0,2,NA,1,143,,79,87,1,7,1,79,1,2,NA,2,NA,NA,3
7111,1950,SFReed,HHBurton,0,0,0,0,1950-032,1950-032-01,1950-032-01-01,1950-032-01-01-01-07,2/26/51,1,340 U.S. 383,71 S. Ct. 359,95 L. Ed. 2d 364,1951 U.S. LEXIS 2426,1303,Vinson,329,"AMALGAMATED ASSOCIATION OF STREET, ELECTRIC RAILWAY & MOTOR COACH EMPLOYEES OF AMERICA, DIVISION 998, ET AL. v. WISCONSIN EMPLOYMENT RELATIONS BOARD",1/9/51,NA,249,NA,4,58,1,117,58,0,302,58,300,58,0,10,2,1,1,3,0,1,0,0,100030,10,2,0,4,NA,3,350,,87,87,1,6,3,79,1,1,2,2,NA,NA,3
7112,1950,SFReed,HHBurton,0,0,0,0,1950-099,1950-099-04,1950-099-04-01,1950-099-04-01-01-03,6/4/51,2,341 U.S. 737,71 S. Ct. 987,95 L. Ed. 2d 1331,1951 U.S. LEXIS 2361,1303,Vinson,,LAND ET AL. v. DOLLAR ET AL.,NA,NA,349,NA,116,NA,1,49,NA,0,55,10,32,NA,0,1,3,2,1,1,1,1,0,0,90480,9,1,0,3,NA,NA,NA,,NA,87,1,6,0,79,1,1,1,2,NA,NA,3
7113,1950,SFReed,HHBurton,0,0,0,0,1950-040,1950-040-01,1950-040-01-01,1950-040-01-01-01-07,2/26/51,1,340 U.S. 504,71 S. Ct. 470,95 L. Ed. 2d 483,1951 U.S. LEXIS 2356,1303,Vinson,267,"O'LEARY, DEPUTY COMMISSIONER, FOURTEENTH COMPENSATION DISTRICT, v. BROWN-PACIFIC-MAXON, INC. ET AL.",12/7/50,NA,145,NA,176,NA,1,118,NA,0,129,56,29,NA,0,11,3,1,1,3,0,1,0,0,80040,8,2,0,4,NA,3,349,,80,87,1,6,3,79,1,1,2,2,NA,NA,3
7114,1950,SFReed,HHBurton,0,0,0,0,1950-068,1950-068-01,1950-068-01-01,1950-068-01-01-01-07,4/30/51,7,341 U.S. 123,71 S. Ct. 624,95 L. Ed. 2d 817,1951 U.S. LEXIS 2349,1303,Vinson,8,"JOINT ANTI-FASCIST REFUGEE COMMITTEE v. McGRATH, ATTORNEY GENERAL, ET AL.",10/11/50,NA,149,NA,1,NA,1,27,NA,0,55,10,32,NA,0,10,2,1,1,4,0,1,0,0,90250,9,2,0,1,NA,1,139,,86,78,1,5,3,79,2,2,1,1,NA,NA,3
7115,1950,SMinton,HHBurton,0,0,0,0,1950-152,1950-152-01,1950-152-01-01,1950-152-01-01-01-09,11/13/50,5,340 U.S. 880,71 S. Ct. 192,95 L. Ed. 2d 639,1950 U.S. LEXIS 1411,1303,Vinson,5,"COMPAGNA et al. v. HIATT, WARDEN.",10/9/50,NA,501,NA,501,NA,1,NA,NA,0,NA,NA,25,NA,0,12,NA,NA,1,2,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,89,8,1,NA,NA,0,0,3
7116,1950,SMinton,HHBurton,0,0,0,0,1950-090,1950-090-01,1950-090-01-01,1950-090-01-01-01-01,6/4/51,1,341 U.S. 593,71 S. Ct. 971,95 L. Ed. 2d 1199,1951 U.S. LEXIS 2490,1303,Vinson,352,TIMKEN ROLLER BEARING CO. v. UNITED STATES,4/24/51,NA,184,NA,27,NA,2,NA,NA,0,103,41,103,41,0,1,NA,2,1,2,1,0,0,0,80010,8,2,0,4,NA,3,367,,78,87,1,5,2,89,1,1,2,2,NA,NA,3
7117,1950,SMinton,HHBurton,0,0,0,0,1950-019,1950-019-01,1950-019-01-01,1950-019-01-01-01-01,12/11/50,1,340 U.S. 193,71 S. Ct. 209,95 L. Ed. 2d 207,1950 U.S. LEXIS 1315,1303,Vinson,35,ACKERMANN v. UNITED STATES,10/19/50,NA,106,NA,27,NA,1,NA,NA,0,122,51,25,NA,0,12,2,1,1,2,0,0,0,0,20280,2,1,0,4,NA,4,400,,89,87,1,5,3,89,1,2,1,2,NA,NA,3
7118,1950,SMinton,HHBurton,0,0,0,0,1950-013,1950-013-01,1950-013-01-01,1950-013-01-01-01-09,12/4/50,1,340 U.S. 135,71 S. Ct. 153,95 L. Ed. 2d 152,1950 U.S. LEXIS 1352,1303,Vinson,9,"FERES, EXECUTRIX, v. UNITED STATES",10/12/50,NA,186,NA,27,NA,1,NA,NA,0,95,37,22,NA,0,2,2,1,1,2,0,0,0,0,80060,8,2,0,4,NA,3,374,NA,84,87,1,9,0,89,1,1,2,2,NA,NA,3
7119,1950,SMinton,HHBurton,0,0,0,0,1950-060,1950-060-01,1950-060-01-01,1950-060-01-01-01-01,4/9/51,6,341 U.S. 50,71 S. Ct. 549,95 L. Ed. 2d 740,1951 U.S. LEXIS 2020,1303,Vinson,420,SHEPHERD ET AL. v. FLORIDA,3/9/51,NA,100,NA,28,12,1,NA,NA,0,302,12,300,12,0,12,2,1,1,3,0,1,0,0,20040,2,2,0,7,NA,2,231,,NA,NA,1,9,0,89,1,1,2,2,NA,NA,3
7120,1950,SMinton,HHBurton,0,0,0,0,1950-004,1950-004-02,1950-004-02-01,1950-004-02-01-01-01,11/13/50,1,340 U.S. 36,71 S. Ct. 104,95 L. Ed. 2d 36,1950 U.S. LEXIS 1410,1303,Vinson,24,"UNITED STATES v. MUNSINGWEAR, INC.",10/18/50,NA,27,NA,184,NA,1,NA,NA,0,83,28,28,NA,1,12,2,1,1,2,0,0,0,0,90460,9,1,0,7,3,5,506,,81,79,1,8,1,89,1,1,1,2,NA,NA,3
7121,1950,SMinton,HHBurton,0,0,0,0,1950-093,1950-093-01,1950-093-01-01,1950-093-01-01-01-01,6/4/51,1,341 U.S. 651,71 S. Ct. 937,95 L. Ed. 2d 1253,1951 U.S. LEXIS 1730,1303,Vinson,217,COLLINS ET AL. v. HARDYMAN ET AL.,1/8/51,NA,211,NA,211,NA,1,NA,NA,0,51,6,29,NA,1,2,3,2,1,3,0,1,0,0,20400,2,1,0,4,NA,6,600,8 U.S.C. Œ_ 47,84,87,1,6,3,89,1,1,1,2,NA,NA,3
7122,1950,SMinton,HHBurton,0,0,0,0,1950-081,1950-081-01,1950-081-01-01,1950-081-01-01-01-01,5/21/51,1,341 U.S. 367,71 S. Ct. 783,95 L. Ed. 2d 1019,1951 U.S. LEXIS 1836,1303,Vinson,338,TENNEY ET AL. v. BRANDHOVE,3/1/51,NA,17,6,254,NA,1,NA,NA,0,50,6,29,NA,0,10,3,2,1,4,0,1,0,0,20400,2,1,0,4,NA,6,600,8 U.S.C. Œ_ 43,80,87,1,8,1,89,1,1,1,2,NA,NA,3
7123,1950,SMinton,HHBurton,0,0,0,0,1950-008,1950-008-01,1950-008-01-01,1950-008-01-01-01-09,11/27/50,1,340 U.S. 71,71 S. Ct. 144,95 L. Ed. 2d 86,1950 U.S. LEXIS 2471,1303,Vinson,37,"LIBBY, McNEILL & LIBBY v. UNITED STATES",10/13/50,NA,116,NA,27,NA,1,NA,NA,0,3,NA,3,NA,0,12,NA,1,1,2,0,0,0,0,80060,8,2,0,7,NA,NA,NA,NA,78,87,1,6,3,89,1,1,2,2,NA,NA,3
7124,1950,SMinton,HHBurton,0,0,0,0,1950-009,1950-009-01,1950-009-01-01,1950-009-01-01-01-01,11/27/50,1,340 U.S. 76,71 S. Ct. 160,95 L. Ed. 2d 89,1950 U.S. LEXIS 2624,1303,Vinson,30,UNITED STATES v. UNITED STATES GYPSUM CO. ET AL.,10/19/50,NA,27,NA,184,NA,2,NA,NA,1,55,10,55,10,0,1,NA,2,1,4,0,1,0,0,80010,8,1,1,4,NA,3,367,,79,87,1,6,1,89,1,1,1,2,NA,NA,3
7125,1950,SMinton,HHBurton,0,0,0,0,1950-006,1950-006-04,1950-006-04-01,1950-006-04-01-01-01,11/13/50,1,340 U.S. 47,71 S. Ct. 111,95 L. Ed. 2d 53,1950 U.S. LEXIS 2501,1303,Vinson,11,"UNITED STATES v. SECURITY TRUST & SAVINGS BANK, EXECUTOR, ET AL.",10/16/50,NA,27,NA,113,NA,1,69,NA,0,302,6,301,6,0,12,2,1,1,3,0,1,0,0,120030,12,2,0,4,NA,3,345,,89,87,1,9,0,89,1,2,2,2,NA,NA,3
7126,1950,SMinton,HHBurton,0,0,0,0,1950-057,1950-057-01,1950-057-01-01,1950-057-01-01-01-01,4/9/51,1,341 U.S. 37,71 S. Ct. 547,95 L. Ed. 2d 726,1951 U.S. LEXIS 2017,1303,Vinson,295,"ROBERTSON, PRESIDENT OF THE ARMY REVIEW BOARD, v. CHAMBERS",3/1/51,NA,306,NA,186,NA,1,6,NA,0,55,10,32,NA,0,12,3,1,1,3,0,1,0,0,20240,2,2,0,4,NA,3,366,,81,87,1,9,0,89,1,1,2,2,NA,NA,3
7127,1950,SMinton,HHBurton,0,0,0,0,1950-005,1950-005-01,1950-005-01-01,1950-005-01-01-01-01,11/13/50,1,340 U.S. 42,71 S. Ct. 108,95 L. Ed. 2d 47,1950 U.S. LEXIS 2593,1303,Vinson,81,UNITED STATES v. SANCHEZ ET AL.,10/20/50,NA,27,NA,100,NA,2,NA,NA,0,66,17,66,17,0,1,NA,2,1,3,0,1,0,0,10490,1,1,0,4,NA,3,345,,88,87,1,9,0,89,1,1,1,2,NA,NA,3
7128,1950,SMinton,HHBurton,0,0,0,0,1950-096,1950-096-01,1950-096-01-01,1950-096-01-01-01-01,6/4/51,1,341 U.S. 694,71 S. Ct. 954,95 L. Ed. 2d 1299,1951 U.S. LEXIS 2410,1303,Vinson,108,INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS ET AL. v. NATIONAL LABOR RELATIONS BOARD,2/26/51,NA,249,NA,382,NA,1,82,NA,0,22,NA,22,NA,1,12,2,1,1,2,0,0,0,0,70150,7,1,0,5,4,3,350,,86,87,1,6,3,89,1,1,1,2,NA,NA,3
7129,1950,SMinton,HHBurton,0,0,0,0,1950-059,1950-059-01,1950-059-01-01,1950-059-01-01-01-01,4/9/51,6,341 U.S. 48,71 S. Ct. 552,95 L. Ed. 2d 738,1951 U.S. LEXIS 2019,1303,Vinson,281,UNITED STATES v. ALCEA BAND OF TILLAMOOKS ET AL.,3/2/51,NA,27,NA,170,NA,1,NA,NA,0,3,NA,3,NA,0,12,NA,2,1,3,0,1,0,0,20150,2,1,0,7,1,2,211,,NA,NA,1,8,0,89,1,1,1,2,NA,NA,3
7130,1950,SMinton,HHBurton,0,0,0,0,1950-015,1950-015-01,1950-015-01-01,1950-015-01-01-01-01,12/11/50,1,340 U.S. 159,71 S. Ct. 223,95 L. Ed. 2d 170,1950 U.S. LEXIS 1313,1303,Vinson,22,BLAU v. UNITED STATES,11/7/50,NA,254,NA,27,NA,1,NA,NA,0,52,7,30,NA,0,2,2,1,1,3,0,1,0,0,10090,1,2,0,1,NA,2,210,,78,78,1,8,0,89,1,1,2,2,NA,NA,3
7131,1950,SMinton,HHBurton,0,0,0,0,1950-054,1950-054-01,1950-054-01-01,1950-054-01-01-01-01,4/9/51,1,341 U.S. 1,71 S. Ct. 544,95 L. Ed. 2d 697,1951 U.S. LEXIS 2016,1303,Vinson,364,UNITED STATES v. ALLIED OIL CORP. ET AL.,3/6/51,NA,27,NA,233,NA,1,89,NA,0,66,17,27,NA,0,2,2,1,1,3,0,1,0,0,80170,8,2,0,4,5,5,511,,78,78,1,7,0,89,1,1,2,2,NA,NA,3
7132,1950,SMinton,HHBurton,0,0,0,0,1950-086,1950-086-01,1950-086-01-01,1950-086-01-01-01-01,5/28/51,1,341 U.S. 471,71 S. Ct. 846,95 L. Ed. 2d 1112,1951 U.S. LEXIS 1800,1303,Vinson,299,"ZITTMAN v. McGRATH, ATTORNEY GENERAL, SUCCESSOR TO THE ALIEN PROPERTY CUSTODIAN",2/28/51,NA,135,NA,305,NA,1,5,NA,0,96,37,22,NA,0,12,2,2,1,2,0,0,0,0,120030,12,2,0,4,NA,3,376,,84,87,1,8,0,89,1,1,2,2,NA,NA,3
7133,1950,SMinton,HHBurton,0,0,0,0,1950-042,1950-042-01,1950-042-01-01,1950-042-01-01-01-09,2/26/51,1,340 U.S. 520,71 S. Ct. 450,95 L. Ed. 2d 501,1951 U.S. LEXIS 2156,1303,Vinson,205,"WESTERN MARYLAND RAILWAY CO. v. ROGAN ET AL., CONSTITUTING THE STATE TAX COMMISSION OF MARYLAND",11/28/50,NA,25,25,4,25,2,117,25,0,302,25,300,25,0,1,NA,2,1,2,1,0,0,0,80100,8,2,0,2,NA,1,129,,81,78,1,6,0,89,1,1,2,2,NA,NA,3
7134,1950,SMinton,HHBurton,0,0,0,0,1950-001,1950-001-02,1950-001-02-01,1950-001-02-01-01-01,11/6/50,1,340 U.S. 1,71 S. Ct. 1,95 L. Ed. 2d 3,1950 U.S. LEXIS 1429,1303,Vinson,16,"MISSOURI EX REL. SOUTHERN RAILWAY CO. v. MAYFIELD, CIRCUIT COURT JUDGE",10/16/50,NA,231,NA,16,30,1,NA,NA,0,302,30,300,30,0,10,3,2,1,5,0,1,0,0,90140,9,1,0,2,NA,1,144,,80,79,1,5,4,89,1,1,1,2,NA,NA,3
7135,1950,SMinton,HHBurton,0,0,0,0,1950-087,1950-087-01,1950-087-01-01,1950-087-01-01-01-01,5/28/51,1,341 U.S. 479,71 S. Ct. 814,95 L. Ed. 2d 1118,1951 U.S. LEXIS 1802,1303,Vinson,513,HOFFMAN v. UNITED STATES,4/25/51,NA,254,NA,27,NA,1,NA,NA,0,109,45,23,NA,1,10,2,1,1,3,0,1,0,0,10090,1,2,0,1,NA,2,210,,88,78,1,8,1,89,1,1,2,2,NA,NA,3
7136,1950,SMinton,HHBurton,0,0,0,0,1950-099,1950-099-02,1950-099-02-01,1950-099-02-01-01-09,6/4/51,2,341 U.S. 737,71 S. Ct. 987,95 L. Ed. 2d 1331,1951 U.S. LEXIS 2361,1303,Vinson,702,LAND ET AL. v. DOLLAR ET AL.,NA,NA,349,NA,116,NA,1,49,NA,0,55,10,32,NA,0,1,3,2,1,1,0,1,0,0,90480,9,1,0,3,NA,NA,NA,,NA,87,1,6,0,89,1,1,1,2,NA,NA,3
7137,1950,SMinton,HHBurton,0,0,0,0,1950-068,1950-068-02,1950-068-02-01,1950-068-02-01-01-01,4/30/51,7,341 U.S. 123,71 S. Ct. 624,95 L. Ed. 2d 817,1951 U.S. LEXIS 2349,1303,Vinson,71,"JOINT ANTI-FASCIST REFUGEE COMMITTEE v. McGRATH, ATTORNEY GENERAL, ET AL.",10/11/50,NA,192,NA,1,NA,1,27,NA,0,55,10,32,NA,0,10,2,1,1,4,0,1,0,0,90250,9,2,0,1,NA,1,139,,86,78,1,5,3,89,2,1,1,1,79,NA,3
7138,1950,SMinton,HHBurton,0,0,0,0,1950-072,1950-072-01,1950-072-01-01,1950-072-01-01-01-01,5/7/51,1,341 U.S. 267,71 S. Ct. 680,95 L. Ed. 2d 927,1951 U.S. LEXIS 2419,1303,Vinson,461,"MOSSER, SUCCESSOR TRUSTEE, ET AL. v. DARROW, FORMER TRUSTEE, ET AL.",4/10/51,NA,114,NA,102,NA,1,NA,NA,0,66,17,27,NA,0,12,3,1,1,4,0,1,0,0,80070,8,2,0,4,7,3,307,,84,87,1,7,1,89,1,1,2,2,NA,NA,3
7139,1950,SMinton,HHBurton,0,0,0,0,1950-062,1950-062-01,1950-062-01-01,1950-062-01-01-01-01,4/23/51,1,341 U.S. 58,71 S. Ct. 595,95 L. Ed. 2d 747,1951 U.S. LEXIS 1955,1303,Vinson,134,UNITED STATES v. WILLIAMS ET AL.,1/8/51,NA,27,NA,126,NA,2,NA,NA,0,58,12,58,12,0,1,NA,2,1,3,0,1,0,0,10170,1,1,0,2,NA,2,206,,79,87,1,7,2,89,1,1,1,2,NA,NA,3
7140,1950,SMinton,HHBurton,0,0,0,0,1950-007,1950-007-01,1950-007-01-01,1950-007-01-01-01-09,11/27/50,1,340 U.S. 54,71 S. Ct. 135,95 L. Ed. 2d 68,1950 U.S. LEXIS 2465,1303,Vinson,27,STANDARD OIL COMPANY OF NEW JERSEY v. UNITED STATES,10/13/50,NA,116,NA,27,NA,1,NA,NA,0,96,37,22,NA,0,4,3,1,1,2,0,0,0,0,80060,8,2,0,7,NA,NA,NA,NA,78,87,1,6,3,89,1,1,2,2,NA,NA,3
7141,1950,SMinton,HHBurton,0,0,0,0,1950-085,1950-085-02,1950-085-02-01,1950-085-02-01-01-01,5/28/51,1,341 U.S. 446,71 S. Ct. 832,95 L. Ed. 2d 1096,1951 U.S. LEXIS 2353,1303,Vinson,314,"ZITTMAN v. McGRATH, ATTORNEY GENERAL, SUCCESSOR TO THE ALIEN PROPERTY CUSTODIAN",2/28/51,NA,135,NA,305,NA,1,5,NA,0,96,37,22,NA,0,12,2,2,1,3,0,1,0,0,120030,12,1,0,4,NA,3,376,,84,87,1,6,2,89,1,1,1,2,NA,NA,3
