"","term","medianJJ","lib_median","lib_court","caseId","docketId","caseIssuesId","voteId","dateDecision","decisionType","usCite","sctCite","ledCite","lexisCite","naturalCourt","chief","docket","caseName","dateArgument","dateRearg","petitioner","petitionerState","respondent","respondentState","jurisdiction","adminAction","adminActionState","threeJudgeFdc","caseOrigin","caseOriginState","caseSource","caseSourceState","lcDisagreement","certReason","lcDisposition","lcDispositionDirection","declarationUncon","caseDisposition","caseDispositionUnusual","partyWinning","precedentAlteration","voteUnclear","issue","issueArea","decisionDirection","decisionDirectionDissent","authorityDecision1","authorityDecision2","lawType","lawSupp","lawMinor","majOpinWriter","majOpinAssigner","splitVote","majVotes","minVotes","_merge"
"7209",1987,"BRWhite",0,0,"1987-148","1987-148-03","1987-148-03-01","1987-148-03-01-01",1988-06-27,1,"487 U.S. 589","108 S. Ct. 2562","101 L. Ed. 2d 520","1988 U.S. LEXIS 3027",1603,"Rehnquist","87-462","KENDRICK et al. v. BOWEN, SECRETARY OF HEALTH AND HUMAN SERVICES, et al.",1988-03-30,NA,240,NA,363,NA,2,NA,NA,0,55,NA,55,NA,0,1,NA,2,1,4,0,1,0,0,30170,3,1,0,1,NA,6,600,"42 U.S.C. § 300",102,102,1,5,4,3
"7210",1987,"BRWhite",0,0,"1987-108","1987-108-01","1987-108-01-01","1987-108-01-01-01",1988-06-13,1,"486 U.S. 531","108 S. Ct. 1954","100 L. Ed. 2d 531","1988 U.S. LEXIS 2584",1603,"Rehnquist","87-498","BERKOVITZ et al. v. UNITED STATES",1988-04-19,NA,208,NA,27,NA,1,40,NA,0,111,NA,23,NA,1,2,3,1,1,4,0,1,0,0,80060,8,1,0,4,NA,3,374,"NA",98,102,1,9,0,3
"7211",1987,"BRWhite",0,0,"1987-119","1987-119-01","1987-119-01-01","1987-119-01-01-01",1988-06-17,1,"486 U.S. 800","108 S. Ct. 2166","100 L. Ed. 2d 811","1988 U.S. LEXIS 2733",1603,"Rehnquist","87-499","CHRISTIANSON et al. v. COLT INDUSTRIES OPERATING CORP.",1988-04-18,NA,233,NA,184,NA,1,NA,NA,0,65,NA,8,NA,0,12,3,2,1,5,0,1,0,0,90330,9,1,0,4,NA,6,600,"28 U.S.C. § 1245",92,102,1,9,0,3
"7212",1987,"BRWhite",0,0,"1987-103","1987-103-01","1987-103-01-01","1987-103-01-01-01",1988-06-06,1,"486 U.S. 429","108 S. Ct. 1895","100 L. Ed. 2d 440","1988 U.S. LEXIS 2487",1603,"Rehnquist","87-5002","MCCOY v. COURT OF APPEALS OF WISCONSIN, DISTRICT 1",1988-01-20,NA,213,NA,6,58,2,NA,NA,0,300,58,300,58,1,1,NA,1,1,2,0,0,0,0,20330,2,1,0,2,NA,2,214,"",103,102,1,5,3,3
"7213",1987,"BRWhite",0,0,"1987-085","1987-085-01","1987-085-01-01","1987-085-01-01-01",1988-05-16,1,"486 U.S. 140","108 S. Ct. 1684","100 L. Ed. 2d 127","1988 U.S. LEXIS 2190",1603,"Rehnquist","87-505","CHICK KAM CHOO et al. v. EXXON CORP. et al.",1988-03-30,NA,208,NA,116,NA,1,NA,NA,0,121,NA,25,NA,0,2,2,1,1,4,0,1,0,0,80050,8,2,0,4,NA,6,600,"28 U.S.C. § 2283",104,102,1,9,0,3
"7214",1987,"BRWhite",0,0,"1987-126","1987-126-01","1987-126-01-01","1987-126-01-01-01",1988-06-20,1,"487 U.S. 42","108 S. Ct. 2250","101 L. Ed. 2d 40","1988 U.S. LEXIS 2744",1603,"Rehnquist","87-5096","WEST v. ATKINS",1988-03-28,NA,215,NA,206,NA,1,NA,NA,0,98,NA,24,NA,1,2,2,1,1,4,0,1,0,0,20400,2,2,0,4,NA,3,314,"",100,102,1,9,0,3
"7215",1987,"BRWhite",0,0,"1987-099","1987-099-01","1987-099-01-01","1987-099-01-01-01",1988-06-06,1,"486 U.S. 356","108 S. Ct. 1853","100 L. Ed. 2d 372","1988 U.S. LEXIS 2486",1603,"Rehnquist","87-519","MAYNARD, WARDEN, et al. v. CARTWRIGHT",1988-04-19,NA,28,42,126,NA,1,NA,NA,0,105,NA,30,NA,0,5,11,2,3,2,0,0,0,0,10130,1,2,0,2,NA,2,221,"",95,102,1,9,0,3
"7216",1987,"BRWhite",0,0,"1987-131","1987-131-01","1987-131-01-01","1987-131-01-01-01",1988-06-22,1,"487 U.S. 131","108 S. Ct. 2302","101 L. Ed. 2d 123","1988 U.S. LEXIS 2867",1603,"Rehnquist","87-526","FELDER v. CASEY et al.",1988-03-28,NA,222,NA,19,58,1,NA,NA,0,302,58,300,58,0,2,3,1,1,4,0,1,0,0,100030,10,2,0,4,NA,3,314,"",92,92,1,7,2,3
"7217",1987,"BRWhite",0,0,"1987-090","1987-090-01","1987-090-01-01","1987-090-01-01-01",1988-05-31,1,"486 U.S. 214","108 S. Ct. 1771","100 L. Ed. 2d 249","1988 U.S. LEXIS 2478",1603,"Rehnquist","87-5277","AMADEO v. ZANT",1988-03-28,NA,100,NA,28,13,1,NA,NA,0,59,NA,31,NA,1,12,3,1,1,4,0,1,0,0,10020,1,2,0,4,7,4,400,"",98,102,1,9,0,3
"7218",1987,"BRWhite",0,0,"1987-100","1987-100-01","1987-100-01-01","1987-100-01-01-01",1988-06-06,1,"486 U.S. 367","108 S. Ct. 1860","100 L. Ed. 2d 384","1988 U.S. LEXIS 2488",1603,"Rehnquist","87-5367","MILLS v. MARYLAND",1988-03-30,NA,126,NA,28,25,1,NA,NA,0,302,25,300,25,1,10,2,1,1,5,0,1,0,0,10220,1,2,0,3,7,8,800,"NA",100,92,1,5,4,3
"7219",1987,"BRWhite",0,0,"1987-136","1987-136-01","1987-136-01-01","1987-136-01-01-01",1988-06-24,1,"487 U.S. 266","108 S. Ct. 2379","101 L. Ed. 2d 245","1988 U.S. LEXIS 2875",1603,"Rehnquist","87-5428","HOUSTON v. LACK, WARDEN",1988-04-27,NA,215,NA,28,50,1,NA,NA,0,118,NA,26,NA,0,12,9,1,1,3,0,1,0,0,10350,1,2,0,4,NA,4,400,"",92,92,1,5,4,3
"7220",1987,"BRWhite",0,0,"1987-111","1987-111-01","1987-111-01-01","1987-111-01-01-01",1988-06-13,1,"486 U.S. 578","108 S. Ct. 1981","100 L. Ed. 2d 575","1988 U.S. LEXIS 2657",1603,"Rehnquist","87-5468","JOHNSON v. MISSISSIPPI",1988-04-25,NA,126,NA,28,29,1,NA,NA,0,300,29,300,29,1,11,9,1,1,4,0,1,0,0,10130,1,2,0,2,NA,2,221,"",103,102,1,9,0,3
"7221",1987,"BRWhite",0,0,"1987-132","1987-132-01","1987-132-01-01","1987-132-01-01-01",1988-06-22,7,"487 U.S. 164","108 S. Ct. 2320","101 L. Ed. 2d 155","1988 U.S. LEXIS 2868",1603,"Rehnquist","87-5546","FRANKLIN v. LYNAUGH, DIRECTOR, TEXAS DEPARTMENT OF CORRECTIONS",1988-03-01,NA,126,NA,28,51,1,NA,NA,0,122,NA,25,NA,0,11,2,1,1,2,0,0,0,0,10130,1,1,0,2,NA,2,221,"",95,102,1,6,3,3
"7222",1987,"BRWhite",0,0,"1987-104","1987-104-01","1987-104-01-01","1987-104-01-01-01",1988-06-06,1,"486 U.S. 456","108 S. Ct. 1910","100 L. Ed. 2d 465","1988 U.S. LEXIS 2490",1603,"Rehnquist","87-5565","CLARK v. JETER",1988-04-19,NA,188,NA,153,NA,1,NA,NA,0,302,45,301,45,0,11,2,1,3,4,0,1,0,0,20200,2,2,0,2,NA,2,231,"",104,102,1,9,0,3
"7223",1987,"BRWhite",0,0,"1987-139","1987-139-01","1987-139-01-01","1987-139-01-01-01",1988-06-24,1,"487 U.S. 326","108 S. Ct. 2413","101 L. Ed. 2d 297","1988 U.S. LEXIS 2877",1603,"Rehnquist","87-573","UNITED STATES v. TAYLOR",1988-04-25,NA,27,NA,100,NA,1,NA,NA,0,129,NA,29,NA,1,13,2,2,1,3,0,1,0,0,10590,1,1,0,4,NA,6,600,"18 U.S.C. § 3162",100,102,1,6,3,3
"7224",1987,"BRWhite",0,0,"1987-135","1987-135-01","1987-135-01-01","1987-135-01-01-01",1988-06-22,1,"487 U.S. 250","108 S. Ct. 2369","101 L. Ed. 2d 228","1988 U.S. LEXIS 2866",1603,"Rehnquist","87-578","BANK OF NOVA SCOTIA v. UNITED STATES",1988-04-27,NA,137,NA,27,NA,1,NA,NA,0,52,NA,30,NA,1,12,3,1,1,2,0,0,0,0,10360,1,1,0,4,3,4,401,"",106,102,1,8,1,3
"7225",1987,"BRWhite",0,0,"1987-071","1987-071-01","1987-071-01-01","1987-071-01-01-01",1988-04-27,6,"485 U.S. 680","108 S. Ct. 1589","99 L. Ed. 2d 770","1988 U.S. LEXIS 1979",1603,"Rehnquist","87-59","UNITED STATES POSTAL SERVICE v. NATIONAL ASSOCIATION OF LETTER CARRIERS, AFL-CIO",1988-04-20,NA,412,NA,249,NA,1,NA,NA,0,55,NA,32,NA,0,12,NA,1,1,9,0,0,0,0,90150,9,1,0,3,NA,5,508,"",NA,102,1,9,0,3
"7226",1987,"BRWhite",0,0,"1987-072","1987-072-01","1987-072-01-01","1987-072-01-01-01",1988-05-02,1,"485 U.S. 681","108 S. Ct. 1496","99 L. Ed. 2d 771","1988 U.S. LEXIS 2035",1603,"Rehnquist","87-6","HUDDLESTON v. UNITED STATES",1988-03-23,NA,100,NA,27,NA,1,NA,NA,0,81,NA,26,NA,1,2,2,1,1,2,0,0,0,0,10370,1,1,0,4,NA,4,402,"",102,102,1,9,0,3
"7227",1987,"BRWhite",0,0,"1987-135","1987-135-02","1987-135-02-01","1987-135-02-01-01",1988-06-22,1,"487 U.S. 250","108 S. Ct. 2369","101 L. Ed. 2d 228","1988 U.S. LEXIS 2866",1603,"Rehnquist","87-602","KILPATRICK et al. v. UNITED STATES",1988-04-27,NA,137,NA,27,NA,1,NA,NA,0,52,NA,30,NA,1,12,3,1,1,2,0,0,0,0,10360,1,1,0,4,3,4,401,"",106,102,1,8,1,3
"7228",1987,"BRWhite",0,0,"1987-141","1987-141-01","1987-141-01-01","1987-141-01-01-01",1988-06-24,1,"487 U.S. 392","108 S. Ct. 2449","101 L. Ed. 2d 352","1988 U.S. LEXIS 2873",1603,"Rehnquist","87-626","SHERIDAN et ux. v. UNITED STATES",1988-04-26,NA,208,NA,27,NA,1,NA,NA,0,79,NA,24,NA,1,3,2,1,1,4,0,1,0,0,80060,8,1,0,4,NA,3,374,"NA",103,92,1,6,3,3
"7229",1987,"BRWhite",0,0,"1987-114","1987-114-01","1987-114-01-01","1987-114-01-01-01",1988-06-15,1,"486 U.S. 663","108 S. Ct. 2087","100 L. Ed. 2d 693","1988 U.S. LEXIS 2732",1603,"Rehnquist","87-645","HUFFMAN et al. v. WESTERN NUCLEAR, INC., et al.",1988-04-27,NA,325,NA,187,NA,1,25,NA,0,52,NA,30,NA,0,12,2,1,1,4,0,1,0,0,80280,8,2,0,4,NA,3,306,"",100,102,1,9,0,3
"7230",1987,"BRWhite",0,0,"1987-073","1987-073-01","1987-073-01-01","1987-073-01-01-01",1988-05-02,1,"485 U.S. 693","108 S. Ct. 1502","99 L. Ed. 2d 785","1988 U.S. LEXIS 2034",1603,"Rehnquist","87-65","UNITED STATES v. PROVIDENCE JOURNAL CO. et al.",1988-01-20,NA,27,NA,190,NA,1,27,NA,0,113,NA,21,NA,0,10,3,1,1,9,0,0,0,0,90170,9,1,0,4,5,6,600,"25 U.S.C. § 518",100,92,1,6,2,3
"7231",1987,"BRWhite",0,0,"1987-093","1987-093-01","1987-093-01-01","1987-093-01-01-01",1988-05-31,1,"486 U.S. 269","108 S. Ct. 1803","100 L. Ed. 2d 302","1988 U.S. LEXIS 2476",1603,"Rehnquist","87-654","NEW ENERGY COMPANY OF INDIANA v. LIMBACH, TAX COMMISSIONER OF OHIO, et al.",1988-03-29,NA,198,NA,19,41,2,NA,NA,0,302,41,300,41,1,1,2,2,3,3,0,1,0,0,80100,8,1,0,2,NA,1,111,"",105,102,1,9,0,3
"7232",1987,"BRWhite",0,0,"1987-154","1987-154-01","1987-154-01-01","1987-154-01-01-01",1988-06-29,1,"487 U.S. 879","108 S. Ct. 2722","101 L. Ed. 2d 749","1988 U.S. LEXIS 3029",1603,"Rehnquist","87-712","BOWEN, SECRETARY OF HEALTH AND HUMAN SERVICES, et al. v. MASSACHUSETTS",1988-04-20,NA,363,NA,28,26,1,63,NA,0,80,NA,21,NA,0,12,7,2,1,7,0,0,0,0,90320,9,2,0,4,NA,3,305,"",103,92,1,6,3,3
"7233",1987,"BRWhite",0,0,"1987-002","1987-002-01","1987-002-01-01","1987-002-01-01-01",1987-10-19,2,"484 U.S. 3","108 S. Ct. 217","98 L. Ed. 2d 2","1987 U.S. LEXIS 4393",1602,"Rehnquist","87-75","COMMISSIONER OF INTERNAL REVENUE v. MCCOY, EXECUTOR OF THE ESTATE OF MCCOY",NA,NA,369,NA,240,NA,1,69,NA,0,9,NA,26,NA,0,12,2,2,1,3,0,1,0,0,90330,9,1,0,4,NA,3,345,"",NA,102,1,7,0,3
"7234",1987,"BRWhite",0,0,"1987-148","1987-148-04","1987-148-04-01","1987-148-04-01-01",1988-06-27,1,"487 U.S. 589","108 S. Ct. 2562","101 L. Ed. 2d 520","1988 U.S. LEXIS 3027",1603,"Rehnquist","87-775","UNITED FAMILIES OF AMERICA v. KENDRICK et al.",1988-03-30,NA,130,NA,240,NA,2,NA,NA,0,55,NA,55,NA,0,1,NA,2,1,4,0,1,0,0,30170,3,1,0,1,NA,6,600,"42 U.S.C. § 300",102,102,1,5,4,3
"7235",1987,"BRWhite",0,0,"1987-091","1987-091-01","1987-091-01-01","1987-091-01-01-01",1988-05-31,1,"486 U.S. 230","108 S. Ct. 1780","100 L. Ed. 2d 265","1988 U.S. LEXIS 2477",1603,"Rehnquist","87-82","FEDERAL DEPOSIT INSURANCE CORPORATION v. MALLEN ET AL",1988-03-22,NA,341,NA,185,NA,2,41,NA,0,70,NA,70,NA,0,1,3,2,1,3,0,1,0,0,40020,4,1,0,1,NA,6,600,"12 U.S.C. § 1818",103,102,1,9,0,3
"7236",1987,"BRWhite",0,0,"1987-102","1987-102-01","1987-102-01-01","1987-102-01-01-01",1988-06-06,1,"486 U.S. 414","108 S. Ct. 1886","100 L. Ed. 2d 425","1988 U.S. LEXIS 2489",1603,"Rehnquist","87-920","MEYER, COLORADO SECRETARY OF STATE, et al. v. GRANT et al.",1988-04-25,NA,19,7,207,NA,1,117,7,0,52,NA,30,NA,1,12,3,2,3,2,0,0,0,0,30010,3,2,0,2,NA,2,200,"",103,102,1,9,0,3
"7237",1987,"BRWhite",0,0,"1987-154","1987-154-02","1987-154-02-01","1987-154-02-01-01",1988-06-29,1,"487 U.S. 879","108 S. Ct. 2722","101 L. Ed. 2d 749","1988 U.S. LEXIS 3029",1603,"Rehnquist","87-929","MASSACHUSETTS v. BOWEN, SECRETARY OF HEALTH AND HUMAN SERVICES, et al.",1988-04-20,NA,28,26,363,NA,1,63,NA,0,80,NA,21,NA,0,12,7,1,1,7,0,1,0,0,90320,9,2,0,4,NA,3,305,"",103,92,1,6,3,3
"7238",1987,"BRWhite",0,0,"1987-039","1987-039-01","1987-039-01-01","1987-039-01-01-01",1988-03-01,1,"485 U.S. 88","108 S. Ct. 901","99 L. Ed. 2d 83","1988 U.S. LEXIS 1062",1603,"Rehnquist","9 ORIG","UNITED STATES OF AMERICA v. STATE OF LOUISIANA et al. (ALABAMA AND MISSISSIPPI BOUNDARY CASE)",1988-01-11,NA,27,NA,28,22,9,NA,NA,0,NA,NA,NA,NA,0,1,NA,NA,1,NA,0,1,0,0,100040,10,2,0,3,NA,NA,NA,"",100,102,1,7,0,3
"7239",1987,"BRWhite",0,0,"1987-064","1987-064-01","1987-064-01-01","1987-064-01-01-01",1988-04-20,1,"485 U.S. 505","108 S. Ct. 1355","99 L. Ed. 2d 592","1988 U.S. LEXIS 1873",1603,"Rehnquist","94 ORIG","SOUTH CAROLINA v. BAKER, SECRETARY OF THE TREASURY",1987-12-07,NA,28,48,408,NA,9,NA,NA,0,NA,NA,NA,NA,0,1,NA,NA,1,NA,0,0,1,0,100060,10,2,0,1,NA,3,345,"",92,102,1,7,1,3
"7240",1988,"BRWhite",0,0,"1988-044","1988-044-01","1988-044-01-01","1988-044-01-01-01",1989-02-28,1,"489 U.S. 378","109 S. Ct. 1197","103 L. Ed. 2d 412","1989 U.S. LEXIS 1200",1603,"Rehnquist","86-1088","CITY OF CANTON, OHIO v. HARRIS et al.",1988-11-08,NA,3,41,100,NA,1,NA,NA,0,103,NA,26,NA,0,12,4,1,1,5,0,1,0,0,20400,2,2,0,4,NA,3,314,"",95,102,1,6,3,3
"7241",1988,"BRWhite",0,0,"1988-048","1988-048-01","1988-048-01-01","1988-048-01-01-01",1989-03-06,1,"489 U.S. 493","109 S. Ct. 1262","103 L. Ed. 2d 509","1989 U.S. LEXIS 1315",1603,"Rehnquist","86-1856","NORTHWEST CENTRAL PIPELINE CORP. v. STATE CORPORATION COMMISSION OF KANSAS et al.",1988-11-29,NA,209,NA,4,20,2,117,20,0,302,20,300,20,0,1,2,2,1,2,0,0,0,0,80110,8,2,0,2,NA,1,148,"",92,102,1,9,0,3
"7242",1988,"BRWhite",0,0,"1988-055","1988-055-01","1988-055-01-01","1988-055-01-01-01",1989-03-21,1,"489 U.S. 656","109 S. Ct. 1384","103 L. Ed. 2d 685","1989 U.S. LEXIS 6033",1603,"Rehnquist","86-1879","NATIONAL TREASURY EMPLOYEES UNION et al. v. VON RAAB, COMMISSIONER, UNITED STATES CUSTOMS SERVICE",1988-11-02,NA,249,NA,321,NA,1,21,NA,0,75,NA,25,NA,1,11,8,1,1,7,0,0,0,0,10050,1,1,0,1,NA,2,205,"",106,102,1,5,4,3
"7243",1988,"BRWhite",0,0,"1988-006","1988-006-01","1988-006-01-01","1988-006-01-01-01",1988-11-29,1,"488 U.S. 51","109 S. Ct. 333","102 L. Ed. 2d 281","1988 U.S. LEXIS 5404",1603,"Rehnquist","86-1904","ARIZONA v. YOUNGBLOOD, LARRY",1988-10-11,NA,28,4,100,NA,1,NA,NA,0,302,4,301,4,0,11,3,2,1,4,0,1,0,0,40010,4,1,0,2,NA,2,230,"",102,102,1,6,3,3
"7244",1988,"BRWhite",0,0,"1988-022","1988-022-01","1988-022-01-01","1988-022-01-01-01",1989-01-18,1,"488 U.S. 347","109 S. Ct. 639","102 L. Ed. 2d 700","1989 U.S. LEXIS 432",1603,"Rehnquist","86-1940","SHEET METAL WORKERS' INTERNATIONAL ASSN. et al. v. LYNN",1988-11-07,NA,249,NA,247,NA,1,NA,NA,0,48,NA,29,NA,1,10,3,1,1,2,0,0,0,0,70060,7,1,0,4,NA,3,351,"",98,102,1,8,0,3
"7245",1988,"BRWhite",0,0,"1988-062","1988-062-01","1988-062-01-01","1988-062-01-01-01",1989-03-28,1,"489 U.S. 803","109 S. Ct. 1500","103 L. Ed. 2d 891","1989 U.S. LEXIS 1667",1603,"Rehnquist","87-1020","DAVIS v. MICHIGAN DEPARTMENT OF THE TREASURY",1989-01-09,NA,13,60,7,27,2,NA,NA,0,302,27,301,27,0,1,2,1,3,4,0,1,0,0,100110,10,2,0,4,NA,6,600,"4 U.S.C. § 111",106,102,1,8,1,3
"7246",1988,"BRWhite",0,0,"1988-056","1988-056-01","1988-056-01-01","1988-056-01-01-01",1989-03-22,1,"489 U.S. 688","109 S. Ct. 1433","103 L. Ed. 2d 717","1989 U.S. LEXIS 1573",1603,"Rehnquist","87-1022","BOARD OF ESTIMATE OF CITY OF NEW YORK et al. v. MORRIS et al.",1988-12-07,NA,3,37,251,NA,2,NA,NA,0,94,NA,22,NA,0,1,2,2,4,2,0,0,0,0,20090,2,2,0,2,NA,2,231,"",95,102,1,9,0,3
"7247",1988,"BRWhite",0,0,"1988-011","1988-011-02","1988-011-02-01","1988-011-02-01-01",1988-12-12,1,"488 U.S. 153","109 S. Ct. 439","102 L. Ed. 2d 445","1988 U.S. LEXIS 5631",1603,"Rehnquist","87-1028","BEECH AEROSPACE SERVICES,  INC. v. RAINEY et al.",1988-10-04,NA,103,NA,186,NA,1,NA,NA,0,57,NA,31,NA,1,2,4,1,1,7,0,1,0,0,90110,9,2,0,4,NA,4,402,"",92,92,1,7,2,3
"7248",1988,"BRWhite",0,0,"1988-020","1988-020-01","1988-020-01-01","1988-020-01-01-01",1989-01-11,1,"488 U.S. 319","109 S. Ct. 621","102 L. Ed. 2d 665","1989 U.S. LEXIS 312",1603,"Rehnquist","87-1031","REED v. UNITED TRANSPORTATION UNION et al.",1988-11-02,NA,247,NA,249,NA,1,NA,NA,0,100,NA,24,NA,0,2,4,2,1,4,0,1,0,0,70060,7,1,0,7,NA,3,351,"",92,102,1,8,1,3
"7249",1988,"BRWhite",0,0,"1988-039","1988-039-01","1988-039-01-01","1988-039-01-01-01",1989-02-22,1,"489 U.S. 235","109 S. Ct. 1026","103 L. Ed. 2d 290","1989 U.S. LEXIS 1041",1603,"Rehnquist","87-1043","UNITED STATES v. RON PAIR ENTERPRISES, INC.",1988-10-31,NA,27,NA,114,NA,1,NA,NA,0,81,NA,26,NA,0,2,3,1,1,3,0,1,0,0,120030,12,2,0,4,NA,3,307,"",100,102,1,5,4,3
"7250",1988,"BRWhite",0,0,"1988-032","1988-032-01","1988-032-01-01","1988-032-01-01-01",1989-02-21,1,"489 U.S. 101","109 S. Ct. 948","103 L. Ed. 2d 80","1989 U.S. LEXIS 599",1603,"Rehnquist","87-1054","FIRESTONE TIRE & RUBBER CO. et al. v. BRUCH et al.",1988-11-30,NA,151,NA,145,NA,1,NA,NA,0,109,NA,23,NA,0,2,4,2,1,7,0,0,0,0,80090,8,2,0,4,NA,3,323,"",104,102,1,9,0,3
"7251",1988,"BRWhite",0,0,"1988-074","1988-074-01","1988-074-01-01","1988-074-01-01-01",1989-04-18,1,"490 U.S. 122","109 S. Ct. 1676","104 L. Ed. 2d 113","1989 U.S. LEXIS 2026",1603,"Rehnquist","87-1055","CHAN et al. v. KOREAN AIR LINES, LTD.",1988-12-07,NA,208,NA,104,NA,1,NA,NA,0,55,NA,32,NA,0,2,2,1,1,2,0,0,0,0,80070,8,1,0,4,NA,5,509,"",105,102,1,9,0,3
"7252",1988,"BRWhite",0,0,"1988-012","1988-012-01","1988-012-01-01","1988-012-01-01-01",1988-12-12,1,"488 U.S. 179","109 S. Ct. 454","102 L. Ed. 2d 469","1988 U.S. LEXIS 5613",1603,"Rehnquist","87-1061","NATIONAL COLLEGIATE ATHLETIC ASSOCIATION v. JERRY TARKANIAN",1988-10-05,NA,216,NA,8,33,1,117,33,0,302,33,300,33,0,11,2,2,1,4,0,1,0,0,40030,4,1,0,2,NA,2,230,"",103,102,1,5,4,3
"7253",1988,"BRWhite",0,0,"1988-043","1988-043-01","1988-043-01-01","1988-043-01-01-01",1989-02-28,1,"489 U.S. 353","109 S. Ct. 1183","103 L. Ed. 2d 388","1989 U.S. LEXIS 1199",1603,"Rehnquist","87-1064","UNITED STATES v. STUART et al.",1988-12-05,NA,27,NA,106,NA,1,69,NA,0,129,NA,29,NA,1,2,4,3,1,4,0,1,0,0,130020,13,3,0,4,NA,5,509,"",92,102,1,9,0,3
"7254",1988,"BRWhite",0,0,"1988-115","1988-115-01","1988-115-01-01","1988-115-01-01-01",1989-06-15,1,"491 U.S. 164","109 S. Ct. 2363","105 L. Ed. 2d 132","1989 U.S. LEXIS 2976",1603,"Rehnquist","87-107","PATTERSON v. MCLEAN CREDIT UNION",1988-02-29,1988-10-12,183,NA,151,NA,1,NA,NA,0,99,NA,24,NA,0,11,2,1,1,7,0,0,0,0,20060,2,1,0,4,NA,3,312,"",106,102,1,5,4,3
"7255",1988,"BRWhite",0,0,"1988-009","1988-009-03","1988-009-03-01","1988-009-03-01-01",1988-12-06,1,"488 U.S. 105","109 S. Ct. 414","102 L. Ed. 2d 408","1988 U.S. LEXIS 5533",1603,"Rehnquist","87-1095","DIRECTOR, OFFICE OF WORKERS' COMPENSATION PROGRAMS v. BROYLES et al.",1988-10-03,NA,393,NA,140,NA,1,11,NA,0,24,NA,24,NA,0,2,3,2,1,2,0,0,0,0,20210,2,2,0,5,4,6,600,"30 U.S.C. § 902",105,92,1,5,4,3
"7256",1988,"BRWhite",0,0,"1988-013","1988-013-01","1988-013-01-01","1988-013-01-01-01",1988-12-12,1,"488 U.S. 204","109 S. Ct. 468","102 L. Ed. 2d 493","1988 U.S. LEXIS 5554",1603,"Rehnquist","87-1097","BOWEN, OTIS R., SECRETARY OF HEALTH AND HUMAN SERVICES v. GEORGETOWN UNIVERSITY HOSPITAL, et al.",1988-10-11,NA,363,NA,167,NA,1,63,NA,0,55,NA,32,NA,0,2,2,2,1,2,0,0,0,0,90120,9,2,0,5,4,3,309,"",106,102,1,9,0,3
"7257",1988,"BRWhite",0,0,"1988-017","1988-017-02","1988-017-02-01","1988-017-02-01-01",1989-01-10,1,"488 U.S. 252","109 S. Ct. 582","102 L. Ed. 2d 607","1989 U.S. LEXIS 308",1603,"Rehnquist","87-1101","GTE SPRINT COMMUNICATIONS CORP. v. SWEET, DIRECTOR, ILLINOIS DEPARTMENT OF REVENUE, et al.",1988-10-12,NA,25,17,7,17,2,NA,NA,0,302,17,300,17,0,1,3,2,1,2,0,0,0,0,80100,8,2,0,2,NA,1,111,"",98,102,1,9,0,3
"7258",1988,"BRWhite",0,0,"1988-064","1988-064-01","1988-064-01-01","1988-064-01-01-01",1989-03-29,6,"489 U.S. 836","109 S. Ct. 1518","103 L. Ed. 2d 922","1989 U.S. LEXIS 1670",1603,"Rehnquist","87-1104","ZANT, WARDEN v. MOORE",1988-11-29,NA,28,13,126,NA,1,NA,NA,0,61,NA,31,NA,0,12,6,2,1,5,0,1,0,0,10020,1,1,0,3,NA,NA,NA,"",NA,102,1,8,0,3
"7259",1988,"BRWhite",0,0,"1988-056","1988-056-02","1988-056-02-01","1988-056-02-01-01",1989-03-22,1,"489 U.S. 688","109 S. Ct. 1433","103 L. Ed. 2d 717","1989 U.S. LEXIS 1573",1603,"Rehnquist","87-1112","PONTERIO v. MORRIS et al.",1988-12-07,NA,3,37,251,NA,2,NA,NA,0,94,NA,22,NA,0,1,2,2,4,2,0,0,0,0,20090,2,2,0,2,NA,2,231,"",95,102,1,9,0,3
"7260",1988,"BRWhite",0,0,"1988-019","1988-019-01","1988-019-01-01","1988-019-01-01-01",1989-01-11,1,"488 U.S. 299","109 S. Ct. 609","102 L. Ed. 2d 646","1989 U.S. LEXIS 313",1603,"Rehnquist","87-1160","DUQUESNE LIGHT CO. et al. v. BARASCH et al.",1988-11-07,NA,148,NA,7,45,2,117,45,0,301,45,300,45,0,1,4,2,1,2,0,0,0,0,40070,4,2,0,4,NA,6,600,"28 U.S.C. § 1257",102,102,1,8,0,3
"7261",1988,"BRWhite",0,0,"1988-110","1988-110-01","1988-110-01-01","1988-110-01-01-01",1989-06-12,5,"490 U.S. 920","109 S. Ct. 2273","104 L. Ed. 2d 981","1989 U.S. LEXIS 2898",1603,"Rehnquist","87-1165","CALIFORNIA et al. v. UNITED STATES et al.",1988-11-28,NA,28,6,27,NA,1,NA,NA,0,NA,NA,29,NA,0,12,NA,3,1,2,0,0,0,0,20150,2,2,0,3,NA,NA,NA,"NA",NA,NA,1,4,4,3
"7262",1988,"BRWhite",0,0,"1988-079","1988-079-01","1988-079-01-01","1988-079-01-01-01",1989-05-01,7,"490 U.S. 228","109 S. Ct. 1775","104 L. Ed. 2d 268","1989 U.S. LEXIS 2230",1603,"Rehnquist","87-1167","PRICE WATERHOUSE v. HOPKINS",1988-10-31,NA,151,NA,154,NA,1,NA,NA,0,55,NA,32,NA,1,2,7,1,1,4,0,1,0,0,20140,2,2,0,4,NA,3,384,"",92,92,1,6,3,3
