"","term","medianJJ","lib_median","lib_court","caseId","docketId","caseIssuesId","voteId","dateDecision","decisionType","usCite","sctCite","ledCite","lexisCite","naturalCourt","chief","docket","caseName","dateArgument","dateRearg","petitioner","petitionerState","respondent","respondentState","jurisdiction","adminAction","adminActionState","threeJudgeFdc","caseOrigin","caseOriginState","caseSource","caseSourceState","lcDisagreement","certReason","lcDisposition","lcDispositionDirection","declarationUncon","caseDisposition","caseDispositionUnusual","partyWinning","precedentAlteration","voteUnclear","issue","issueArea","decisionDirection","decisionDirectionDissent","authorityDecision1","authorityDecision2","lawType","lawSupp","lawMinor","majOpinWriter","majOpinAssigner","splitVote","majVotes","minVotes","_merge"
"3232",1966,"HLBlack",1,1,"1966-145","1966-145-01","1966-145-01-01","1966-145-01-01-01",1967-06-12,2,"388 U.S. 454","87 S. Ct. 2107","18 L. Ed. 2d 1316","1967 U.S. LEXIS 1105",1409,"Warren","995","SCHACKMAN et al. v. CALIFORNIA",NA,NA,117,NA,28,6,2,NA,NA,0,302,6,302,6,0,1,NA,1,1,3,0,1,0,0,30190,3,2,0,7,NA,NA,NA,"",NA,78,1,5,4,3
"3233",1967,"TMarshall",1,1,"1967-112","1967-112-05","1967-112-05-01","1967-112-05-01-01",1968-05-01,1,"390 U.S. 747","88 S. Ct. 1344","20 L. Ed. 2d 312","1968 U.S. LEXIS 2917",1410,"Warren","100","CALIFORNIA et al. v. SKELLY OIL CO. et al.",1967-12-05,NA,28,6,198,NA,1,52,NA,0,30,NA,30,NA,0,12,12,1,1,7,0,1,0,0,80300,8,2,0,5,4,3,355,"",91,90,1,7,1,3
"3234",1967,"TMarshall",1,1,"1967-112","1967-112-06","1967-112-06-01","1967-112-06-01-01",1968-05-01,1,"390 U.S. 747","88 S. Ct. 1344","20 L. Ed. 2d 312","1968 U.S. LEXIS 2917",1410,"Warren","101","HUNT OIL CO. et al. v. FEDERAL POWER COMMISSION",1967-12-05,NA,198,NA,352,NA,1,52,NA,0,30,NA,30,NA,0,12,12,2,1,7,0,0,0,0,80300,8,2,0,5,4,3,355,"",91,90,1,7,1,3
"3235",1967,"TMarshall",1,1,"1967-147","1967-147-01","1967-147-01-01","1967-147-01-01-01",1968-06-03,1,"391 U.S. 510","88 S. Ct. 1770","20 L. Ed. 2d 776","1968 U.S. LEXIS 1469",1410,"Warren","1015","WITHERSPOON v. ILLINOIS et al.",1968-04-24,NA,100,NA,28,17,1,NA,NA,0,302,17,300,17,0,12,2,1,3,3,0,1,0,0,10250,1,2,0,2,NA,2,217,"",94,90,1,6,3,3
"3236",1967,"TMarshall",1,1,"1967-148","1967-148-01","1967-148-01-01","1967-148-01-01-01",1968-06-03,1,"391 U.S. 543","88 S. Ct. 1788","20 L. Ed. 2d 797","1968 U.S. LEXIS 1470",1410,"Warren","1016","BUMPER v. NORTH CAROLINA",1968-04-24,NA,100,NA,28,38,1,NA,NA,0,302,38,300,38,0,11,2,1,1,4,0,1,0,1,10250,1,2,0,2,NA,2,217,"",94,90,1,7,2,3
"3237",1967,"TMarshall",1,1,"1967-112","1967-112-07","1967-112-07-01","1967-112-07-01-01",1968-05-01,1,"390 U.S. 747","88 S. Ct. 1344","20 L. Ed. 2d 312","1968 U.S. LEXIS 2917",1410,"Warren","102","PACIFIC GAS & ELECTRIC CO. et al. v. SKELLY OIL CO. et al.",1967-12-05,NA,148,NA,198,NA,1,52,NA,0,30,NA,30,NA,0,12,12,1,1,7,0,0,0,0,80300,8,2,0,5,4,3,355,"",91,90,1,7,1,3
"3238",1967,"TMarshall",1,1,"1967-042","1967-042-01","1967-042-01-01","1967-042-01-01-01",1967-12-18,1,"389 U.S. 332","88 S. Ct. 548","19 L. Ed. 2d 564","1967 U.S. LEXIS 2769",1410,"Warren","104","TCHEREPNIN et al. v. KNIGHT et al.",1967-11-13,NA,173,NA,113,NA,1,NA,NA,0,66,NA,27,NA,1,10,3,1,1,3,0,1,0,0,80120,8,2,0,4,NA,3,365,"",90,90,1,8,0,3
"3239",1967,"TMarshall",1,1,"1967-112","1967-112-08","1967-112-08-01","1967-112-08-01-01",1968-05-01,1,"390 U.S. 747","88 S. Ct. 1344","20 L. Ed. 2d 312","1968 U.S. LEXIS 2917",1410,"Warren","105","BASS et al. v. FEDERAL POWER COMMISSION",1967-12-05,NA,198,NA,352,NA,1,52,NA,0,30,NA,30,NA,0,12,12,2,1,7,0,0,0,0,80300,8,2,0,5,4,3,355,"",91,90,1,7,1,3
"3240",1967,"TMarshall",1,1,"1967-071","1967-071-01","1967-071-01-01","1967-071-01-01-01",1968-03-05,1,"390 U.S. 222","88 S. Ct. 926","19 L. Ed. 2d 1055","1968 U.S. LEXIS 3117",1410,"Warren","107","UNITED STATES v. HABIG et al.",1968-01-17,NA,27,NA,240,NA,2,NA,NA,0,69,NA,69,NA,0,1,NA,2,1,4,0,1,0,0,10490,1,1,0,4,NA,3,345,"",97,90,1,8,0,3
"3241",1967,"TMarshall",1,1,"1967-171","1967-171-01","1967-171-01-01","1967-171-01-01-01",1968-06-10,2,"392 U.S. 300","88 S. Ct. 2053","20 L. Ed. 2d 1105","1968 U.S. LEXIS 1361",1410,"Warren","1076","PICKENS v. OLIVER, WARDEN",NA,NA,100,NA,28,6,1,NA,NA,0,302,6,300,6,0,12,NA,1,1,5,0,1,0,0,10270,1,2,0,3,NA,NA,NA,"",NA,90,1,7,2,3
"3242",1967,"TMarshall",1,1,"1967-192","1967-192-02","1967-192-02-01","1967-192-02-01-01",1968-06-17,2,"392 U.S. 647","88 S. Ct. 2277","20 L. Ed. 2d 1344","1968 U.S. LEXIS 1158",1410,"Warren","1095 M","COYLE v. PENNSYLVANIA",NA,NA,100,NA,28,45,1,NA,NA,0,302,45,300,45,0,12,NA,1,1,5,0,1,0,0,10250,1,2,0,3,NA,NA,NA,"",NA,90,1,6,3,3
"3243",1967,"TMarshall",1,1,"1967-114","1967-114-06","1967-114-06-01","1967-114-06-01-01",1968-05-06,1,"391 U.S. 9","88 S. Ct. 1526","20 L. Ed. 2d 388","1968 U.S. LEXIS 2923",1410,"Warren","111","SHELL OIL CO. v. PUBLIC SERVICE COMMISSION OF NEW YORK",1968-01-22,NA,198,NA,4,37,1,52,NA,0,32,NA,32,NA,0,11,12,2,1,3,0,1,0,0,80300,8,2,0,5,4,3,355,"",91,90,1,8,0,3
"3244",1967,"TMarshall",1,1,"1967-035","1967-035-01","1967-035-01-01","1967-035-01-01-01",1967-12-11,1,"389 U.S. 299","88 S. Ct. 445","19 L. Ed. 2d 537","1967 U.S. LEXIS 2957",1410,"Warren","113","UNITED STATES v. CORRELL ET UX.",1967-11-14,NA,27,NA,240,NA,1,69,NA,0,116,NA,26,NA,0,2,2,1,1,3,0,1,0,0,120020,12,2,0,5,4,3,345,"",94,90,1,5,3,3
"3245",1967,"TMarshall",1,1,"1967-192","1967-192-01","1967-192-01-01","1967-192-01-01-01",1968-06-17,2,"392 U.S. 647","88 S. Ct. 2277","20 L. Ed. 2d 1344","1968 U.S. LEXIS 1158",1410,"Warren","1133","LOPINSON v. PENNSYLVANIA",NA,NA,100,NA,28,45,1,NA,NA,0,302,45,300,45,0,12,NA,1,1,5,0,1,0,0,10250,1,2,0,3,NA,NA,NA,"",NA,90,1,6,3,3
"3246",1967,"TMarshall",1,1,"1967-112","1967-112-09","1967-112-09-01","1967-112-09-01-01",1968-05-01,1,"390 U.S. 747","88 S. Ct. 1344","20 L. Ed. 2d 312","1968 U.S. LEXIS 2917",1410,"Warren","117","FEDERAL POWER COMMISSION v. SKELLY OIL CO. et al.",1967-12-05,NA,352,NA,198,NA,1,52,NA,0,30,NA,30,NA,0,12,12,1,1,7,0,1,0,0,80300,8,2,0,5,4,3,355,"",91,90,1,7,1,3
"3247",1967,"TMarshall",1,1,"1967-174","1967-174-01","1967-174-01-01","1967-174-01-01-01",1968-06-10,2,"392 U.S. 304","88 S. Ct. 2063","20 L. Ed. 2d 1110","1968 U.S. LEXIS 1365",1410,"Warren","117 M","HUNT v. CONNECTICUT",NA,NA,100,NA,28,8,1,NA,NA,0,302,8,300,8,0,12,NA,3,1,5,0,1,0,0,10270,1,3,0,3,NA,NA,NA,"",NA,90,1,6,3,3
"3248",1967,"TMarshall",1,1,"1967-193","1967-193-01","1967-193-01-01","1967-193-01-01-01",1968-06-17,2,"392 U.S. 657","88 S. Ct. 2279","20 L. Ed. 2d 1346","1968 U.S. LEXIS 1167",1410,"Warren","1188","SULLIVAN et al. v. LITTLE HUNTING PARK, INC., et al.",NA,NA,195,NA,109,NA,1,NA,NA,0,302,55,300,55,0,12,9,1,1,4,0,1,0,0,20040,2,2,0,3,NA,NA,NA,"",NA,90,1,7,2,3
"3249",1967,"TMarshall",1,1,"1967-062","1967-062-01","1967-062-01-01","1967-062-01-01-01",1968-01-29,1,"390 U.S. 62","88 S. Ct. 709","19 L. Ed. 2d 906","1968 U.S. LEXIS 3136",1410,"Warren","12","GROSSO v. UNITED STATES",1967-01-18,1967-10-10,240,NA,27,NA,1,NA,NA,0,111,NA,23,NA,0,12,2,1,2,3,0,1,0,0,10090,1,2,0,1,7,3,345,"",91,78,1,7,1,3
"3250",1967,"TMarshall",1,1,"1967-172","1967-172-01","1967-172-01-01","1967-172-01-01-01",1968-06-10,2,"392 U.S. 301","88 S. Ct. 2054","20 L. Ed. 2d 1106","1968 U.S. LEXIS 1362",1410,"Warren","1219","SANTORO v. UNITED STATES",NA,NA,100,NA,27,NA,1,NA,NA,0,NA,NA,29,NA,0,12,NA,1,1,5,0,1,0,0,10270,1,2,0,3,NA,NA,NA,"",NA,90,1,6,2,3
"3251",1967,"TMarshall",1,1,"1967-132","1967-132-01","1967-132-01-01","1967-132-01-01-01",1968-05-20,2,"391 U.S. 352","88 S. Ct. 1502","20 L. Ed. 2d 636","1968 U.S. LEXIS 1635",1410,"Warren","1238","WILSON v. CITY OF PORT LAVACA et al.",NA,NA,25,51,3,51,2,NA,NA,1,121,NA,121,NA,0,1,9,1,1,5,0,1,0,0,90330,9,2,0,3,NA,NA,NA,"",NA,90,1,9,0,3
